ticker,run_date,prediction_date,horizon,predicted,naive,actual,ae_gru,ae_naive,direction_correct
BOAS,2026-05-10,2026-05-25,15,6541.3,7390.0,7990.0,1448.6999999999998,600.0,False
CABC,2026-05-10,2026-05-25,15,6296.67,3500.0,3585.0,2711.67,85.0,True
CBIBF,2026-05-10,2026-05-25,15,14537.24,16800.0,20700.0,6162.76,3900.0,False
CFAC,2026-05-10,2026-05-25,15,1215.64,1385.0,1485.0,269.3599999999999,100.0,False
CIEC,2026-05-10,2026-05-25,15,2857.73,3330.0,4040.0,1182.27,710.0,False
ECOC,2026-05-10,2026-05-25,15,16383.37,16800.0,16300.0,83.3700000000008,500.0,True
ETIT,2026-05-10,2026-05-25,15,24.37,30.0,30.0,5.629999999999999,0.0,True
FTSC,2026-05-10,2026-05-25,15,2318.63,2220.0,2280.0,38.63000000000011,60.0,True
NEIC,2026-05-10,2026-05-25,15,1225.8,1745.0,1990.0,764.2,245.0,False
NSBC,2026-05-10,2026-05-25,15,15293.01,14010.0,18000.0,2706.99,3990.0,True
NTLC,2026-05-10,2026-05-25,15,12009.39,11650.0,13005.0,995.6100000000006,1355.0,True
ONTBF,2026-05-10,2026-05-25,15,2717.5,2760.0,2850.0,132.5,90.0,False
ORAC,2026-05-10,2026-05-25,15,14938.06,14920.0,15550.0,611.9400000000005,630.0,True
ORGT,2026-05-10,2026-05-25,15,2649.77,2550.0,2700.0,50.23000000000002,150.0,True
PALC,2026-05-10,2026-05-25,15,8104.95,7800.0,7680.0,424.9499999999998,120.0,False
SAFC,2026-05-10,2026-05-25,15,1375.76,3500.0,3700.0,2324.24,200.0,False
SDSC,2026-05-10,2026-05-25,15,1719.04,1745.0,1700.0,19.039999999999964,45.0,True
SEMC,2026-05-10,2026-05-25,15,1352.88,1525.0,1485.0,132.1199999999999,40.0,True
SGBC,2026-05-10,2026-05-25,15,33753.17,34500.0,36000.0,2246.8300000000017,1500.0,False
SHEC,2026-05-10,2026-05-25,15,1539.67,1945.0,1935.0,395.3299999999999,10.0,True
SIBC,2026-05-10,2026-05-25,15,6355.78,7095.0,8160.0,1804.2200000000003,1065.0,False
SICC,2026-05-10,2026-05-25,15,4121.75,4290.0,4400.0,278.25,110.0,False
SLBC,2026-05-10,2026-05-25,15,37125.89,37500.0,37945.0,819.1100000000006,445.0,False
SMBC,2026-05-10,2026-05-25,15,11829.64,11995.0,12895.0,1065.3600000000006,900.0,False
SNTS,2026-05-10,2026-05-25,15,28620.19,28900.0,28500.0,120.18999999999869,400.0,True
SOGC,2026-05-10,2026-05-25,15,7573.95,7390.0,7390.0,183.94999999999982,0.0,False
SPHC,2026-05-10,2026-05-25,15,6978.05,7050.0,6945.0,33.05000000000018,105.0,True
STAC,2026-05-10,2026-05-25,15,1598.77,2660.0,2900.0,1301.23,240.0,False
TTLC,2026-05-10,2026-05-25,15,2718.95,2750.0,2875.0,156.05000000000018,125.0,False
TTLS,2026-05-10,2026-05-25,15,2835.76,2950.0,3195.0,359.2399999999998,245.0,False
ABJC,2026-05-12,2026-05-28,16,2683.4,2985.0,2880.0,196.5999999999999,105.0,True
BICB,2026-05-12,2026-05-25,13,5027.47,5170.0,5225.0,197.52999999999975,55.0,False
BICB,2026-05-12,2026-05-26,14,5020.02,5170.0,5190.0,169.97999999999956,20.0,False
BICB,2026-05-12,2026-05-28,16,5013.52,5170.0,5190.0,176.47999999999956,20.0,False
BICC,2026-05-12,2026-05-25,13,24469.61,26200.0,27000.0,2530.3899999999994,800.0,False
BICC,2026-05-12,2026-05-26,14,24328.09,26200.0,27500.0,3171.91,1300.0,False
BICC,2026-05-12,2026-05-28,16,24190.72,26200.0,27500.0,3309.279999999999,1300.0,False
BNBC,2026-05-12,2026-05-25,13,1410.13,1395.0,1500.0,89.86999999999989,105.0,True
BNBC,2026-05-12,2026-05-26,14,1415.02,1395.0,1495.0,79.98000000000002,100.0,True
BNBC,2026-05-12,2026-05-28,16,1419.88,1395.0,1495.0,75.11999999999989,100.0,True
BOAB,2026-05-12,2026-05-25,13,8219.28,9405.0,8950.0,730.7199999999993,455.0,True
BOAB,2026-05-12,2026-05-26,14,8131.91,9405.0,8900.0,768.0900000000001,505.0,True
BOAB,2026-05-12,2026-05-28,16,8049.04,9405.0,8900.0,850.96,505.0,True
BOABF,2026-05-12,2026-05-25,13,5282.85,5410.0,5440.0,157.14999999999964,30.0,False
BOAM,2026-05-12,2026-05-28,16,4446.69,4685.0,5000.0,553.3100000000004,315.0,False
BOAN,2026-05-12,2026-05-25,13,3476.7,3450.0,3730.0,253.30000000000018,280.0,True
BOAN,2026-05-12,2026-05-26,14,3478.33,3450.0,3740.0,261.6700000000001,290.0,True
BOAN,2026-05-12,2026-05-28,16,3479.97,3450.0,3740.0,260.0300000000002,290.0,True
BOAS,2026-05-12,2026-05-25,13,6703.06,7450.0,7990.0,1286.9399999999996,540.0,False
BOAS,2026-05-12,2026-05-26,14,6635.04,7450.0,7745.0,1109.96,295.0,False
BOAS,2026-05-12,2026-05-28,16,6570.13,7450.0,7745.0,1174.87,295.0,False
CABC,2026-05-12,2026-05-25,13,5256.48,3500.0,3585.0,1671.4799999999996,85.0,True
CABC,2026-05-12,2026-05-26,14,5665.26,3500.0,3700.0,1965.2600000000002,200.0,True
CABC,2026-05-12,2026-05-28,16,6167.74,3500.0,3700.0,2467.74,200.0,True
CBIBF,2026-05-12,2026-05-25,13,14817.93,16800.0,20700.0,5882.07,3900.0,False
CBIBF,2026-05-12,2026-05-26,14,14685.06,16800.0,21465.0,6779.9400000000005,4665.0,False
CBIBF,2026-05-12,2026-05-28,16,14559.74,16800.0,21465.0,6905.26,4665.0,False
CFAC,2026-05-12,2026-05-25,13,1241.34,1380.0,1485.0,243.66000000000008,105.0,False
TTLS,2026-05-11,2026-05-25,14,2839.34,2950.0,3195.0,355.65999999999985,245.0,False
TTLS,2026-05-11,2026-05-26,15,2829.52,2950.0,3200.0,370.48,250.0,False
UNLC,2026-05-11,2026-05-25,14,62178.16,56000.0,59000.0,3178.1600000000035,3000.0,True
UNLC,2026-05-11,2026-05-26,15,62836.29,56000.0,56205.0,6631.290000000001,205.0,True
UNXC,2026-05-11,2026-05-25,14,1725.46,1805.0,1795.0,69.53999999999996,10.0,True
UNXC,2026-05-11,2026-05-26,15,1717.41,1805.0,1780.0,62.58999999999992,25.0,True
ABJC,2026-05-12,2026-05-25,13,2731.6,2985.0,2875.0,143.4000000000001,110.0,True
ABJC,2026-05-12,2026-05-26,14,2707.05,2985.0,2880.0,172.94999999999982,105.0,True
BOABF,2026-05-12,2026-05-26,14,5270.33,5410.0,5500.0,229.67000000000007,90.0,False
BOABF,2026-05-12,2026-05-28,16,5258.09,5410.0,5500.0,241.90999999999985,90.0,False
BOAC,2026-05-12,2026-05-25,13,7722.38,8650.0,8870.0,1147.62,220.0,False
BOAC,2026-05-12,2026-05-26,14,7638.46,8650.0,8825.0,1186.54,175.0,False
BOAC,2026-05-12,2026-05-28,16,7560.08,8650.0,8825.0,1264.92,175.0,False
BOAM,2026-05-12,2026-05-25,13,4486.3,4685.0,4990.0,503.6999999999998,305.0,False
BOAM,2026-05-12,2026-05-26,14,4466.15,4685.0,5000.0,533.8500000000004,315.0,False
ECOC,2026-05-12,2026-05-28,16,16297.68,16200.0,16300.0,2.319999999999709,100.0,True
ETIT,2026-05-12,2026-05-25,13,25.11,30.0,30.0,4.890000000000001,0.0,True
ETIT,2026-05-12,2026-05-26,14,24.72,30.0,29.0,4.280000000000001,1.0,True
ETIT,2026-05-12,2026-05-28,16,24.36,30.0,29.0,4.640000000000001,1.0,True
FTSC,2026-05-12,2026-05-25,13,2281.52,2200.0,2280.0,1.5199999999999818,80.0,True
FTSC,2026-05-12,2026-05-26,14,2291.24,2200.0,2300.0,8.760000000000218,100.0,True
FTSC,2026-05-12,2026-05-28,16,2300.97,2200.0,2300.0,0.9699999999997999,100.0,True
NEIC,2026-05-12,2026-05-25,13,1319.18,1850.0,1990.0,670.8199999999999,140.0,False
SMBC,2026-05-12,2026-05-25,13,11939.17,12100.0,12895.0,955.8299999999999,795.0,False
SMBC,2026-05-12,2026-05-26,14,11928.64,12100.0,13000.0,1071.3600000000006,900.0,False
SMBC,2026-05-12,2026-05-28,16,11918.17,12100.0,13000.0,1081.83,900.0,False
SNTS,2026-05-12,2026-05-25,13,28705.29,29000.0,28500.0,205.29000000000087,500.0,True
SNTS,2026-05-12,2026-05-26,14,28683.94,29000.0,28450.0,233.9399999999987,550.0,True
SNTS,2026-05-12,2026-05-28,16,28662.67,29000.0,28450.0,212.66999999999825,550.0,True
SOGC,2026-05-12,2026-05-25,13,7538.94,7395.0,7390.0,148.9399999999996,5.0,False
SOGC,2026-05-12,2026-05-26,14,7555.01,7395.0,7395.0,160.01000000000022,0.0,False
SOGC,2026-05-12,2026-05-28,16,7570.98,7395.0,7395.0,175.97999999999956,0.0,False
SPHC,2026-05-12,2026-05-25,13,6968.51,7000.0,6945.0,23.51000000000022,55.0,True
SPHC,2026-05-12,2026-05-26,14,6962.23,7000.0,6945.0,17.229999999999563,55.0,True
TTLS,2026-05-12,2026-05-28,16,2810.25,2900.0,3200.0,389.75,300.0,False
UNLC,2026-05-12,2026-05-25,13,63421.91,59900.0,59000.0,4421.9100000000035,900.0,False
UNLC,2026-05-12,2026-05-26,14,64082.76,59900.0,56205.0,7877.760000000002,3695.0,False
UNLC,2026-05-12,2026-05-28,16,64744.38,59900.0,56205.0,8539.379999999997,3695.0,False
UNXC,2026-05-12,2026-05-25,13,1744.16,1835.0,1795.0,50.83999999999992,40.0,True
UNXC,2026-05-12,2026-05-26,14,1735.96,1835.0,1780.0,44.039999999999964,55.0,True
UNXC,2026-05-12,2026-05-28,16,1727.83,1835.0,1780.0,52.17000000000007,55.0,True
ABJC,2026-05-13,2026-05-25,12,2754.4,2980.0,2875.0,120.59999999999991,105.0,True
ABJC,2026-05-13,2026-05-26,13,2728.97,2980.0,2880.0,151.0300000000002,100.0,True
ABJC,2026-05-13,2026-05-28,15,2704.52,2980.0,2880.0,175.48000000000002,100.0,True
ABJC,2026-05-13,2026-05-29,16,2680.96,2980.0,3000.0,319.03999999999996,20.0,False
BICB,2026-05-13,2026-05-25,12,5035.96,5200.0,5225.0,189.03999999999996,25.0,False
BICB,2026-05-13,2026-05-26,13,5027.44,5200.0,5190.0,162.5600000000004,10.0,True
BICB,2026-05-13,2026-05-28,15,5019.99,5200.0,5190.0,170.01000000000022,10.0,True
BICB,2026-05-13,2026-05-29,16,5013.5,5200.0,5200.0,186.5,0.0,True
BICC,2026-05-13,2026-05-25,12,24716.59,26300.0,27000.0,2283.41,700.0,False
BICC,2026-05-13,2026-05-26,13,24567.81,26300.0,27500.0,2932.1899999999987,1200.0,False
BICC,2026-05-13,2026-05-28,15,24423.45,26300.0,27500.0,3076.5499999999993,1200.0,False
BICC,2026-05-13,2026-05-29,16,24283.33,26300.0,27895.0,3611.6699999999983,1595.0,False
CFAC,2026-05-12,2026-05-26,14,1226.69,1380.0,1485.0,258.30999999999995,105.0,False
CFAC,2026-05-12,2026-05-28,16,1212.39,1380.0,1485.0,272.6099999999999,105.0,False
CIEC,2026-05-12,2026-05-25,13,2882.34,3200.0,4040.0,1157.6599999999999,840.0,False
CIEC,2026-05-12,2026-05-26,14,2860.44,3200.0,4010.0,1149.56,810.0,False
CIEC,2026-05-12,2026-05-28,16,2839.98,3200.0,4010.0,1170.02,810.0,False
ECOC,2026-05-12,2026-05-25,13,16327.27,16200.0,16300.0,27.270000000000437,100.0,True
ECOC,2026-05-12,2026-05-26,14,16312.41,16200.0,16300.0,12.409999999999854,100.0,True
SPHC,2026-05-12,2026-05-28,16,6955.97,7000.0,6945.0,10.970000000000255,55.0,True
SAFC,2026-05-13,2026-05-25,12,1645.98,3745.0,3700.0,2054.02,45.0,True
SAFC,2026-05-13,2026-05-26,13,1523.78,3745.0,3600.0,2076.2200000000003,145.0,True
SAFC,2026-05-13,2026-05-28,15,1438.75,3745.0,3600.0,2161.25,145.0,True
SPHC,2026-05-13,2026-05-28,15,6947.11,6995.0,6945.0,2.1099999999996726,50.0,True
SPHC,2026-05-13,2026-05-29,16,6940.99,6995.0,6995.0,54.01000000000022,0.0,True
STAC,2026-05-13,2026-05-25,12,1766.78,2600.0,2900.0,1133.22,300.0,False
STAC,2026-05-13,2026-05-26,13,1703.72,2600.0,3115.0,1411.28,515.0,False
STAC,2026-05-13,2026-05-28,15,1650.71,2600.0,3115.0,1464.29,515.0,False
STAC,2026-05-13,2026-05-29,16,1605.28,2600.0,2885.0,1279.72,285.0,False
TTLC,2026-05-13,2026-05-25,12,2973.15,3060.0,2875.0,98.15000000000009,185.0,True
TTLC,2026-05-13,2026-05-26,13,2967.02,3060.0,2870.0,97.01999999999998,190.0,True
TTLC,2026-05-13,2026-05-28,15,2961.03,3060.0,2870.0,91.0300000000002,190.0,True
TTLC,2026-05-13,2026-05-29,16,2955.11,3060.0,2880.0,75.11000000000013,180.0,True
TTLS,2026-05-13,2026-05-25,12,2808.04,2845.0,3195.0,386.96000000000004,350.0,False
TTLS,2026-05-13,2026-05-26,13,2799.39,2845.0,3200.0,400.6100000000001,355.0,False
TTLS,2026-05-13,2026-05-28,15,2791.01,2845.0,3200.0,408.9899999999998,355.0,False
TTLS,2026-05-13,2026-05-29,16,2782.89,2845.0,3300.0,517.1100000000001,455.0,False
UNLC,2026-05-13,2026-05-25,12,62038.46,56100.0,59000.0,3038.459999999999,2900.0,True
UNLC,2026-05-13,2026-05-26,13,62695.21,56100.0,56205.0,6490.209999999999,105.0,True
UNLC,2026-05-13,2026-05-28,15,63354.27,56100.0,56205.0,7149.269999999997,105.0,True
UNLC,2026-05-13,2026-05-29,16,64014.79,56100.0,56300.0,7714.790000000001,200.0,True
UNXC,2026-05-13,2026-05-25,12,1754.62,1825.0,1795.0,40.38000000000011,30.0,True
UNXC,2026-05-13,2026-05-26,13,1746.33,1825.0,1780.0,33.67000000000007,45.0,True
UNXC,2026-05-13,2026-05-28,15,1738.11,1825.0,1780.0,41.8900000000001,45.0,True
UNXC,2026-05-13,2026-05-29,16,1729.96,1825.0,1770.0,40.039999999999964,55.0,True
BNBC,2026-05-13,2026-05-25,12,1492.87,1495.0,1500.0,7.130000000000109,5.0,False
BNBC,2026-05-13,2026-05-26,13,1497.1,1495.0,1495.0,2.099999999999909,0.0,False
BNBC,2026-05-13,2026-05-28,15,1501.37,1495.0,1495.0,6.369999999999891,0.0,False
BNBC,2026-05-13,2026-05-29,16,1505.67,1495.0,1585.0,79.32999999999993,90.0,True
BOAB,2026-05-13,2026-05-25,12,8322.74,9420.0,8950.0,627.2600000000002,470.0,True
BOAB,2026-05-13,2026-05-26,13,8229.84,9420.0,8900.0,670.1599999999999,520.0,True
PALC,2026-05-13,2026-05-26,13,8072.11,7850.0,7800.0,272.1099999999997,50.0,False
PALC,2026-05-13,2026-05-28,15,8100.25,7850.0,7800.0,300.25,50.0,False
PALC,2026-05-13,2026-05-29,16,8128.38,7850.0,7995.0,133.3800000000001,145.0,True
SEMC,2026-05-14,2026-05-29,15,1366.86,1580.0,1400.0,33.1400000000001,180.0,True
SGBC,2026-05-14,2026-05-25,11,34373.95,34995.0,36000.0,1626.050000000003,1005.0,False
SGBC,2026-05-14,2026-05-26,12,34340.7,34995.0,36600.0,2259.300000000003,1605.0,False
SGBC,2026-05-14,2026-05-28,14,34308.35,34995.0,36600.0,2291.6500000000015,1605.0,False
SGBC,2026-05-14,2026-05-29,15,34276.85,34995.0,36940.0,2663.1500000000015,1945.0,False
SHEC,2026-05-14,2026-05-25,11,1635.98,2000.0,1935.0,299.02,65.0,True
SHEC,2026-05-14,2026-05-26,12,1606.93,2000.0,1910.0,303.06999999999994,90.0,True
SHEC,2026-05-14,2026-05-28,14,1580.29,2000.0,1910.0,329.71000000000004,90.0,True
SHEC,2026-05-14,2026-05-29,15,1555.6,2000.0,1915.0,359.4000000000001,85.0,True
SIBC,2026-05-14,2026-05-25,11,6635.45,7300.0,8160.0,1524.5500000000002,860.0,False
SIBC,2026-05-14,2026-05-26,12,6570.33,7300.0,7700.0,1129.67,400.0,False
CBIBF,2026-05-15,2026-05-29,14,15224.18,18700.0,21495.0,6270.82,2795.0,False
CBIBF,2026-05-15,2026-06-01,17,15068.95,18700.0,21700.0,6631.049999999999,3000.0,False
SLBC,2026-05-15,2026-05-25,10,37704.74,37995.0,37945.0,240.26000000000204,50.0,True
SLBC,2026-05-15,2026-05-26,11,37668.7,37995.0,38010.0,341.3000000000029,15.0,False
SLBC,2026-05-15,2026-05-28,13,37633.43,37995.0,38010.0,376.5699999999997,15.0,False
SLBC,2026-05-15,2026-05-29,14,37598.74,37995.0,38945.0,1346.260000000002,950.0,False
SLBC,2026-05-15,2026-06-01,17,37564.49,37995.0,38500.0,935.510000000002,505.0,False
SMBC,2026-05-15,2026-05-25,10,12224.28,12295.0,12895.0,670.7199999999993,600.0,False
SMBC,2026-05-15,2026-05-26,11,12211.54,12295.0,13000.0,788.4599999999991,705.0,False
SMBC,2026-05-15,2026-05-28,13,12198.85,12295.0,13000.0,801.1499999999996,705.0,False
SMBC,2026-05-15,2026-05-29,14,12186.24,12295.0,13350.0,1163.7600000000002,1055.0,False
ORGT,2026-05-14,2026-05-28,14,2632.63,2575.0,2740.0,107.36999999999989,165.0,True
ORGT,2026-05-14,2026-05-29,15,2630.9,2575.0,2735.0,104.09999999999991,160.0,True
PALC,2026-05-14,2026-05-25,11,8029.21,7800.0,7680.0,349.21000000000004,120.0,False
PALC,2026-05-14,2026-05-26,12,8057.31,7800.0,7800.0,257.3100000000004,0.0,False
PALC,2026-05-14,2026-05-28,14,8085.42,7800.0,7800.0,285.4200000000001,0.0,False
PALC,2026-05-14,2026-05-29,15,8113.53,7800.0,7995.0,118.52999999999975,195.0,True
SAFC,2026-05-14,2026-05-25,11,1591.22,3995.0,3700.0,2108.7799999999997,295.0,True
SAFC,2026-05-14,2026-05-26,12,1464.43,3995.0,3600.0,2135.5699999999997,395.0,True
SAFC,2026-05-14,2026-05-28,14,1380.69,3995.0,3600.0,2219.31,395.0,True
SAFC,2026-05-14,2026-05-29,15,1323.64,3995.0,3600.0,2276.3599999999997,395.0,True
SDSC,2026-05-14,2026-05-25,11,1750.28,1785.0,1700.0,50.27999999999997,85.0,True
SDSC,2026-05-14,2026-05-26,12,1747.52,1785.0,1690.0,57.51999999999998,95.0,True
SDSC,2026-05-14,2026-05-28,14,1744.85,1785.0,1690.0,54.84999999999991,95.0,True
SDSC,2026-05-14,2026-05-29,15,1742.23,1785.0,1750.0,7.769999999999982,35.0,True
SEMC,2026-05-14,2026-05-25,11,1406.88,1580.0,1485.0,78.11999999999989,95.0,True
SEMC,2026-05-14,2026-05-26,12,1393.22,1580.0,1415.0,21.779999999999973,165.0,True
SEMC,2026-05-14,2026-05-28,14,1379.88,1580.0,1415.0,35.11999999999989,165.0,True
CBIBF,2026-05-15,2026-05-26,11,15570.93,18700.0,21465.0,5894.07,2765.0,False
CBIBF,2026-05-15,2026-05-28,13,15390.74,18700.0,21465.0,6074.26,2765.0,False
BOAM,2026-05-14,2026-05-26,12,4482.05,4675.0,5000.0,517.9499999999998,325.0,False
BOAM,2026-05-14,2026-05-28,14,4462.05,4675.0,5000.0,537.9499999999998,325.0,False
BOAM,2026-05-14,2026-05-29,15,4442.72,4675.0,5090.0,647.2799999999997,415.0,False
BOAN,2026-05-14,2026-05-25,11,3425.79,3395.0,3730.0,304.21000000000004,335.0,True
BOAN,2026-05-14,2026-05-26,12,3427.39,3395.0,3740.0,312.6100000000001,345.0,True
BOAN,2026-05-14,2026-05-28,14,3429.02,3395.0,3740.0,310.98,345.0,True
BOAN,2026-05-14,2026-05-29,15,3430.65,3395.0,3730.0,299.3499999999999,335.0,True
BOAS,2026-05-14,2026-05-25,11,6841.92,7555.0,7990.0,1148.08,435.0,False
BOAS,2026-05-14,2026-05-26,12,6767.3,7555.0,7745.0,977.6999999999998,190.0,False
BOAS,2026-05-14,2026-05-28,14,6696.19,7555.0,7745.0,1048.8100000000004,190.0,False
BOAS,2026-05-14,2026-05-29,15,6628.41,7555.0,7700.0,1071.5900000000001,145.0,False
CABC,2026-05-14,2026-05-25,11,4874.22,3500.0,3585.0,1289.2200000000003,85.0,True
CABC,2026-05-14,2026-05-26,12,5205.07,3500.0,3700.0,1505.0699999999997,200.0,True
SMBC,2026-05-15,2026-06-01,17,12173.7,12295.0,13450.0,1276.2999999999993,1155.0,False
BOAM,2026-05-11,2026-05-25,14,4478.26,4700.0,4990.0,511.7399999999998,290.0,False
BOAM,2026-05-11,2026-05-26,15,4458.39,4700.0,5000.0,541.6099999999997,300.0,False
BOAN,2026-05-11,2026-05-25,14,3497.88,3485.0,3730.0,232.1199999999999,245.0,True
BOAN,2026-05-11,2026-05-26,15,3499.51,3485.0,3740.0,240.48999999999978,255.0,True
BOAS,2026-05-11,2026-05-25,14,6607.82,7390.0,7990.0,1382.1800000000003,600.0,False
BOAS,2026-05-11,2026-05-26,15,6544.16,7390.0,7745.0,1200.8400000000001,355.0,False
CABC,2026-05-11,2026-05-25,14,5708.11,3500.0,3585.0,2123.1099999999997,85.0,True
CABC,2026-05-11,2026-05-26,15,6220.27,3500.0,3700.0,2520.2700000000004,200.0,True
CBIBF,2026-05-11,2026-05-25,14,14674.89,16800.0,20700.0,6025.110000000001,3900.0,False
CBIBF,2026-05-11,2026-05-26,15,14550.1,16800.0,21465.0,6914.9,4665.0,False
CFAC,2026-05-11,2026-05-25,14,1229.12,1385.0,1485.0,255.8800000000001,100.0,False
CFAC,2026-05-11,2026-05-26,15,1214.75,1385.0,1485.0,270.25,100.0,False
CIEC,2026-05-11,2026-05-25,14,2885.61,3330.0,4040.0,1154.3899999999999,710.0,False
CIEC,2026-05-11,2026-05-26,15,2863.49,3330.0,4010.0,1146.5100000000002,680.0,False
ECOC,2026-05-11,2026-05-25,14,16473.41,16800.0,16300.0,173.40999999999985,500.0,True
SOGC,2026-05-14,2026-05-26,12,7570.62,7450.0,7395.0,175.6199999999999,55.0,False
SOGC,2026-05-14,2026-05-28,14,7586.49,7450.0,7395.0,191.48999999999978,55.0,False
SOGC,2026-05-14,2026-05-29,15,7602.27,7450.0,7380.0,222.27000000000044,70.0,False
SPHC,2026-05-14,2026-05-25,11,6954.37,7000.0,6945.0,9.36999999999989,55.0,True
SPHC,2026-05-14,2026-05-26,12,6948.18,7000.0,6945.0,3.180000000000291,55.0,True
SPHC,2026-05-14,2026-05-28,14,6942.04,7000.0,6945.0,2.9600000000000364,55.0,True
SPHC,2026-05-14,2026-05-29,15,6935.96,7000.0,6995.0,59.039999999999964,5.0,True
STAC,2026-05-14,2026-05-25,11,1835.97,2795.0,2900.0,1064.03,105.0,False
STAC,2026-05-14,2026-05-26,12,1757.97,2795.0,3115.0,1357.03,320.0,False
STAC,2026-05-14,2026-05-28,14,1694.89,2795.0,3115.0,1420.11,320.0,False
STAC,2026-05-14,2026-05-29,15,1642.71,2795.0,2885.0,1242.29,90.0,False
TTLC,2026-05-14,2026-05-25,11,2939.35,2995.0,2875.0,64.34999999999991,120.0,True
TTLC,2026-05-14,2026-05-26,12,2933.79,2995.0,2870.0,63.789999999999964,125.0,True
TTLC,2026-05-14,2026-05-28,14,2928.29,2995.0,2870.0,58.289999999999964,125.0,True
TTLC,2026-05-14,2026-05-29,15,2922.86,2995.0,2880.0,42.86000000000013,115.0,True
TTLS,2026-05-14,2026-05-25,11,2855.3,3025.0,3195.0,339.6999999999998,170.0,False
ECOC,2026-05-11,2026-05-26,15,16457.15,16800.0,16300.0,157.15000000000146,500.0,True
SMBC,2026-05-14,2026-05-26,12,12228.43,12295.0,13000.0,771.5699999999997,705.0,False
SMBC,2026-05-14,2026-05-28,14,12215.62,12295.0,13000.0,784.3799999999992,705.0,False
SMBC,2026-05-14,2026-05-29,15,12202.87,12295.0,13350.0,1147.1299999999992,1055.0,False
SNTS,2026-05-14,2026-05-25,11,28732.53,28950.0,28500.0,232.52999999999884,450.0,True
SNTS,2026-05-14,2026-05-26,12,28711.07,28950.0,28450.0,261.0699999999997,500.0,True
SNTS,2026-05-14,2026-05-28,14,28689.7,28950.0,28450.0,239.70000000000073,500.0,True
SNTS,2026-05-14,2026-05-29,15,28668.4,28950.0,28200.0,468.40000000000146,750.0,True
SOGC,2026-05-14,2026-05-25,11,7554.64,7450.0,7390.0,164.64000000000033,60.0,False
TTLS,2026-05-14,2026-05-26,12,2844.8,3025.0,3200.0,355.1999999999998,175.0,False
TTLS,2026-05-14,2026-05-28,14,2834.7,3025.0,3200.0,365.3000000000002,175.0,False
TTLS,2026-05-14,2026-05-29,15,2824.98,3025.0,3300.0,475.02,275.0,False
UNLC,2026-05-14,2026-05-25,11,63642.22,60295.0,59000.0,4642.220000000001,1295.0,False
UNLC,2026-05-14,2026-05-26,12,64303.82,60295.0,56205.0,8098.82,4090.0,False
UNLC,2026-05-14,2026-05-28,14,64965.83,60295.0,56205.0,8760.830000000002,4090.0,False
UNLC,2026-05-14,2026-05-29,15,65627.93,60295.0,56300.0,9327.929999999993,3995.0,False
ETIT,2026-05-11,2026-05-25,14,24.73,30.0,30.0,5.27,0.0,True
ETIT,2026-05-11,2026-05-26,15,24.37,30.0,29.0,4.629999999999999,1.0,True
FTSC,2026-05-11,2026-05-25,14,2308.77,2220.0,2280.0,28.769999999999982,60.0,True
FTSC,2026-05-11,2026-05-26,15,2318.55,2220.0,2300.0,18.550000000000182,80.0,True
NTLC,2026-05-15,2026-05-29,14,11842.52,11600.0,12900.0,1057.4799999999996,1300.0,True
ONTBF,2026-05-15,2026-05-25,10,2717.37,2750.0,2850.0,132.6300000000001,100.0,False
ONTBF,2026-05-15,2026-05-26,11,2713.54,2750.0,2855.0,141.46000000000004,105.0,False
ONTBF,2026-05-15,2026-05-28,13,2709.75,2750.0,2855.0,145.25,105.0,False
CIEC,2026-05-15,2026-05-25,10,2960.18,3300.0,4040.0,1079.8200000000002,740.0,False
CIEC,2026-05-15,2026-05-26,11,2932.56,3300.0,4010.0,1077.44,710.0,False
CIEC,2026-05-15,2026-05-28,13,2907.24,3300.0,4010.0,1102.7600000000002,710.0,False
CIEC,2026-05-15,2026-05-29,14,2883.78,3300.0,4055.0,1171.2199999999998,755.0,False
ECOC,2026-05-15,2026-05-25,10,16218.28,16300.0,16300.0,81.71999999999935,0.0,True
ECOC,2026-05-15,2026-05-26,11,16204.43,16300.0,16300.0,95.56999999999971,0.0,True
ECOC,2026-05-15,2026-05-28,13,16190.71,16300.0,16300.0,109.29000000000087,0.0,True
ECOC,2026-05-15,2026-05-29,14,16177.12,16300.0,16300.0,122.8799999999992,0.0,True
ETIT,2026-05-15,2026-05-25,10,25.99,30.0,30.0,4.010000000000002,0.0,True
ETIT,2026-05-15,2026-05-26,11,25.53,30.0,29.0,3.469999999999999,1.0,True
ETIT,2026-05-15,2026-05-28,13,25.11,30.0,29.0,3.8900000000000006,1.0,True
ETIT,2026-05-15,2026-05-29,14,24.72,30.0,30.0,5.280000000000001,0.0,True
FTSC,2026-05-15,2026-05-25,10,2309.01,2250.0,2280.0,29.01000000000022,30.0,True
FTSC,2026-05-15,2026-05-26,11,2318.8,2250.0,2300.0,18.800000000000182,50.0,True
FTSC,2026-05-15,2026-05-28,13,2328.61,2250.0,2300.0,28.610000000000127,50.0,True
FTSC,2026-05-15,2026-05-29,14,2338.44,2250.0,2255.0,83.44000000000005,5.0,True
NEIC,2026-05-15,2026-05-25,10,1460.69,1990.0,1990.0,529.31,0.0,True
NEIC,2026-05-15,2026-05-26,11,1411.95,1990.0,1900.0,488.04999999999995,90.0,True
NEIC,2026-05-15,2026-05-28,13,1368.43,1990.0,1900.0,531.5699999999999,90.0,True
